category_code,cell_value,data_type_code,error_data,geo_level_code,program_code,seasonally_adj,time_slot_id,time_slot_name,time
AUTHNOTSTD,54,MULTI,no,US,RESCONST,yes,617,May2001,2001-05
AUTHNOTSTD,89,SINGLE,no,US,RESCONST,yes,617,May2001,2001-05
COMPLETIONS,18.2,MULTI,no,US,RESCONST,no,617,May2001,2001-05
COMPLETIONS,122.0,TOTAL,no,US,RESCONST,no,617,May2001,2001-05
COMPLETIONS,99.6,SINGLE,no,US,RESCONST,no,617,May2001,2001-05
COMPLETIONS,10,E_MULTI,yes,US,RESCONST,no,617,May2001,2001-05
COMPLETIONS,4,E_TOTAL,yes,US,RESCONST,no,617,May2001,2001-05
COMPLETIONS,4,E_SINGLE,yes,US,RESCONST,no,617,May2001,2001-05
PERMITS,28.9,MULTI,no,US,RESCONST,no,617,May2001,2001-05
PERMITS,124.4,SINGLE,no,US,RESCONST,no,617,May2001,2001-05
PERMITS,159.8,TOTAL,no,US,RESCONST,no,617,May2001,2001-05
STARTS,25.6,MULTI,no,US,RESCONST,no,617,May2001,2001-05
STARTS,125.8,SINGLE,no,US,RESCONST,no,617,May2001,2001-05
STARTS,154.0,TOTAL,no,US,RESCONST,no,617,May2001,2001-05
STARTS,10,E_MULTI,yes,US,RESCONST,no,617,May2001,2001-05
STARTS,3,E_SINGLE,yes,US,RESCONST,no,617,May2001,2001-05
STARTS,3,E_TOTAL,yes,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,301.4,MULTI,no,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,696.5,SINGLE,no,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,1027.6,TOTAL,no,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,3,E_MULTI,yes,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,2,E_SINGLE,yes,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,2,E_TOTAL,yes,US,RESCONST,no,617,May2001,2001-05
UNDERCONST,299,MULTI,no,US,RESCONST,yes,617,May2001,2001-05
UNDERCONST,687,SINGLE,no,US,RESCONST,yes,617,May2001,2001-05
UNDERCONST,1015,TOTAL,no,US,RESCONST,yes,617,May2001,2001-05
ACOMPLETIONS,377,TOTAL,no,WE,RESCONST,yes,617,May2001,2001-05
ACOMPLETIONS,304,SINGLE,no,WE,RESCONST,yes,617,May2001,2001-05
ACOMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,yes,617,May2001,2001-05
ACOMPLETIONS,9,E_SINGLE,yes,WE,RESCONST,yes,617,May2001,2001-05
APERMITS,309,SINGLE,no,WE,RESCONST,yes,617,May2001,2001-05
APERMITS,422,TOTAL,no,WE,RESCONST,yes,617,May2001,2001-05
ASTARTS,329,SINGLE,no,WE,RESCONST,yes,617,May2001,2001-05
ASTARTS,416,TOTAL,no,WE,RESCONST,yes,617,May2001,2001-05
ASTARTS,6,E_SINGLE,yes,WE,RESCONST,yes,617,May2001,2001-05
ASTARTS,5,E_TOTAL,yes,WE,RESCONST,yes,617,May2001,2001-05
AUTHNOTSTD,35.1,TOTAL,no,WE,RESCONST,no,617,May2001,2001-05
AUTHNOTSTD,20.4,SINGLE,no,WE,RESCONST,no,617,May2001,2001-05
AUTHNOTSTD,9,E_TOTAL,yes,WE,RESCONST,no,617,May2001,2001-05
AUTHNOTSTD,14,E_SINGLE,yes,WE,RESCONST,no,617,May2001,2001-05
AUTHNOTSTD,20,SINGLE,no,WE,RESCONST,yes,617,May2001,2001-05
AUTHNOTSTD,35,TOTAL,no,WE,RESCONST,yes,617,May2001,2001-05
COMPLETIONS,30.7,TOTAL,no,WE,RESCONST,no,617,May2001,2001-05
COMPLETIONS,24.8,SINGLE,no,WE,RESCONST,no,617,May2001,2001-05
COMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,no,617,May2001,2001-05
COMPLETIONS,9,E_SINGLE,yes,WE,RESCONST,no,617,May2001,2001-05
PERMITS,31.0,SINGLE,no,WE,RESCONST,no,617,May2001,2001-05
PERMITS,39.6,TOTAL,no,WE,RESCONST,no,617,May2001,2001-05
STARTS,32.1,SINGLE,no,WE,RESCONST,no,617,May2001,2001-05
STARTS,39.8,TOTAL,no,WE,RESCONST,no,617,May2001,2001-05
STARTS,6,E_SINGLE,yes,WE,RESCONST,no,617,May2001,2001-05
STARTS,5,E_TOTAL,yes,WE,RESCONST,no,617,May2001,2001-05
UNDERCONST,172.9,SINGLE,no,WE,RESCONST,no,617,May2001,2001-05
UNDERCONST,269.0,TOTAL,no,WE,RESCONST,no,617,May2001,2001-05
UNDERCONST,4,E_SINGLE,yes,WE,RESCONST,no,617,May2001,2001-05
UNDERCONST,3,E_TOTAL,yes,WE,RESCONST,no,617,May2001,2001-05
UNDERCONST,170,SINGLE,no,WE,RESCONST,yes,617,May2001,2001-05
UNDERCONST,265,TOTAL,no,WE,RESCONST,yes,617,May2001,2001-05
ACOMPLETIONS,320,TOTAL,no,MW,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,269,SINGLE,no,MW,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,8,E_TOTAL,yes,MW,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,yes,618,Jun2001,2001-06
APERMITS,262,SINGLE,no,MW,RESCONST,yes,618,Jun2001,2001-06
APERMITS,350,TOTAL,no,MW,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,270,SINGLE,no,MW,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,339,TOTAL,no,MW,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,6,E_SINGLE,yes,MW,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,8,E_TOTAL,yes,MW,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,21.2,TOTAL,no,MW,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,15.6,SINGLE,no,MW,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,9,E_SINGLE,yes,MW,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,8,E_TOTAL,yes,MW,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,14,SINGLE,no,MW,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,20,TOTAL,no,MW,RESCONST,yes,618,Jun2001,2001-06
COMPLETIONS,28.0,TOTAL,no,MW,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,23.5,SINGLE,no,MW,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,8,E_TOTAL,yes,MW,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,no,618,Jun2001,2001-06
PERMITS,25.9,SINGLE,no,MW,RESCONST,no,618,Jun2001,2001-06
PERMITS,33.0,TOTAL,no,MW,RESCONST,no,618,Jun2001,2001-06
STARTS,29.4,SINGLE,no,MW,RESCONST,no,618,Jun2001,2001-06
STARTS,35.4,TOTAL,no,MW,RESCONST,no,618,Jun2001,2001-06
STARTS,6,E_SINGLE,yes,MW,RESCONST,no,618,Jun2001,2001-06
STARTS,8,E_TOTAL,yes,MW,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,155.3,SINGLE,no,MW,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,211.5,TOTAL,no,MW,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,6,E_SINGLE,yes,MW,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,5,E_TOTAL,yes,MW,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,149,SINGLE,no,MW,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,205,TOTAL,no,MW,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,162,TOTAL,no,NE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,132,SINGLE,no,NE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,12,E_TOTAL,yes,NE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,11,E_SINGLE,yes,NE,RESCONST,yes,618,Jun2001,2001-06
APERMITS,115,SINGLE,no,NE,RESCONST,yes,618,Jun2001,2001-06
APERMITS,151,TOTAL,no,NE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,105,SINGLE,no,NE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,134,TOTAL,no,NE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,9,E_SINGLE,yes,NE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,11,E_TOTAL,yes,NE,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,17.8,TOTAL,no,NE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,10.3,SINGLE,no,NE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,8,E_TOTAL,yes,NE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,7,E_SINGLE,yes,NE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,9,SINGLE,no,NE,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,16,TOTAL,no,NE,RESCONST,yes,618,Jun2001,2001-06
COMPLETIONS,14.6,TOTAL,no,NE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,11.9,SINGLE,no,NE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,12,E_TOTAL,yes,NE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,11,E_SINGLE,yes,NE,RESCONST,no,618,Jun2001,2001-06
PERMITS,11.5,SINGLE,no,NE,RESCONST,no,618,Jun2001,2001-06
PERMITS,15.1,TOTAL,no,NE,RESCONST,no,618,Jun2001,2001-06
STARTS,10.9,SINGLE,no,NE,RESCONST,no,618,Jun2001,2001-06
STARTS,13.4,TOTAL,no,NE,RESCONST,no,618,Jun2001,2001-06
STARTS,9,E_SINGLE,yes,NE,RESCONST,no,618,Jun2001,2001-06
STARTS,11,E_TOTAL,yes,NE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,74.0,SINGLE,no,NE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,113.8,TOTAL,no,NE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,5,E_SINGLE,yes,NE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,3,E_TOTAL,yes,NE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,73,SINGLE,no,NE,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,113,TOTAL,no,NE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,787,TOTAL,no,SO,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,592,SINGLE,no,SO,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,5,E_SINGLE,yes,SO,RESCONST,yes,618,Jun2001,2001-06
APERMITS,570,SINGLE,no,SO,RESCONST,yes,618,Jun2001,2001-06
APERMITS,719,TOTAL,no,SO,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,633,SINGLE,no,SO,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,768,TOTAL,no,SO,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,4,E_SINGLE,yes,SO,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,4,E_TOTAL,yes,SO,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,75.0,TOTAL,no,SO,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,46.3,SINGLE,no,SO,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,5,E_TOTAL,yes,SO,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,6,E_SINGLE,yes,SO,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,45,SINGLE,no,SO,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,73,TOTAL,no,SO,RESCONST,yes,618,Jun2001,2001-06
COMPLETIONS,68.2,TOTAL,no,SO,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,50.7,SINGLE,no,SO,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,5,E_SINGLE,yes,SO,RESCONST,no,618,Jun2001,2001-06
PERMITS,52.2,SINGLE,no,SO,RESCONST,no,618,Jun2001,2001-06
PERMITS,65.4,TOTAL,no,SO,RESCONST,no,618,Jun2001,2001-06
STARTS,59.0,SINGLE,no,SO,RESCONST,no,618,Jun2001,2001-06
STARTS,70.6,TOTAL,no,SO,RESCONST,no,618,Jun2001,2001-06
STARTS,4,E_SINGLE,yes,SO,RESCONST,no,618,Jun2001,2001-06
STARTS,4,E_TOTAL,yes,SO,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,306.4,SINGLE,no,SO,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,440.6,TOTAL,no,SO,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,3,E_SINGLE,yes,SO,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,2,E_TOTAL,yes,SO,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,296,SINGLE,no,SO,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,429,TOTAL,no,SO,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,1654,TOTAL,no,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,1283,SINGLE,no,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,325,MULTI,no,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,4,E_TOTAL,yes,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,4,E_SINGLE,yes,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,10,E_MULTI,yes,US,RESCONST,yes,618,Jun2001,2001-06
APERMITS,1252,SINGLE,no,US,RESCONST,yes,618,Jun2001,2001-06
APERMITS,1626,TOTAL,no,US,RESCONST,yes,618,Jun2001,2001-06
APERMITS,293,MULTI,no,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,1295,SINGLE,no,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,1636,TOTAL,no,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,287,MULTI,no,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,3,E_SINGLE,yes,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,3,E_TOTAL,yes,US,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,10,E_MULTI,yes,US,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,150.9,TOTAL,no,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,94.0,SINGLE,no,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,50.8,MULTI,no,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,4,E_TOTAL,yes,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,4,E_SINGLE,yes,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,6,E_MULTI,yes,US,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,144,TOTAL,no,US,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,50,MULTI,no,US,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,88,SINGLE,no,US,RESCONST,yes,618,Jun2001,2001-06
COMPLETIONS,143.9,TOTAL,no,US,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,110.8,SINGLE,no,US,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,29.0,MULTI,no,US,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,4,E_TOTAL,yes,US,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,4,E_SINGLE,yes,US,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,10,E_MULTI,yes,US,RESCONST,no,618,Jun2001,2001-06
PERMITS,119.2,SINGLE,no,US,RESCONST,no,618,Jun2001,2001-06
PERMITS,153.9,TOTAL,no,US,RESCONST,no,618,Jun2001,2001-06
PERMITS,27.0,MULTI,no,US,RESCONST,no,618,Jun2001,2001-06
STARTS,125.8,SINGLE,no,US,RESCONST,no,618,Jun2001,2001-06
STARTS,155.2,TOTAL,no,US,RESCONST,no,618,Jun2001,2001-06
STARTS,24.8,MULTI,no,US,RESCONST,no,618,Jun2001,2001-06
STARTS,3,E_SINGLE,yes,US,RESCONST,no,618,Jun2001,2001-06
STARTS,3,E_TOTAL,yes,US,RESCONST,no,618,Jun2001,2001-06
STARTS,10,E_MULTI,yes,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,710.9,SINGLE,no,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,1038.3,TOTAL,no,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,297.4,MULTI,no,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,2,E_SINGLE,yes,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,2,E_TOTAL,yes,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,3,E_MULTI,yes,US,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,688,SINGLE,no,US,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,1013,TOTAL,no,US,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,295,MULTI,no,US,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,385,TOTAL,no,WE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,290,SINGLE,no,WE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,9,E_SINGLE,yes,WE,RESCONST,yes,618,Jun2001,2001-06
APERMITS,305,SINGLE,no,WE,RESCONST,yes,618,Jun2001,2001-06
APERMITS,406,TOTAL,no,WE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,287,SINGLE,no,WE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,395,TOTAL,no,WE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,5,E_SINGLE,yes,WE,RESCONST,yes,618,Jun2001,2001-06
ASTARTS,5,E_TOTAL,yes,WE,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,37.0,TOTAL,no,WE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,21.8,SINGLE,no,WE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,9,E_TOTAL,yes,WE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,13,E_SINGLE,yes,WE,RESCONST,no,618,Jun2001,2001-06
AUTHNOTSTD,20,SINGLE,no,WE,RESCONST,yes,618,Jun2001,2001-06
AUTHNOTSTD,35,TOTAL,no,WE,RESCONST,yes,618,Jun2001,2001-06
COMPLETIONS,33.1,TOTAL,no,WE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,24.6,SINGLE,no,WE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,no,618,Jun2001,2001-06
COMPLETIONS,9,E_SINGLE,yes,WE,RESCONST,no,618,Jun2001,2001-06
PERMITS,29.5,SINGLE,no,WE,RESCONST,no,618,Jun2001,2001-06
PERMITS,40.5,TOTAL,no,WE,RESCONST,no,618,Jun2001,2001-06
STARTS,26.5,SINGLE,no,WE,RESCONST,no,618,Jun2001,2001-06
STARTS,35.8,TOTAL,no,WE,RESCONST,no,618,Jun2001,2001-06
STARTS,5,E_SINGLE,yes,WE,RESCONST,no,618,Jun2001,2001-06
STARTS,5,E_TOTAL,yes,WE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,175.3,SINGLE,no,WE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,272.4,TOTAL,no,WE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,4,E_SINGLE,yes,WE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,3,E_TOTAL,yes,WE,RESCONST,no,618,Jun2001,2001-06
UNDERCONST,170,SINGLE,no,WE,RESCONST,yes,618,Jun2001,2001-06
UNDERCONST,266,TOTAL,no,WE,RESCONST,yes,618,Jun2001,2001-06
ACOMPLETIONS,297,SINGLE,no,MW,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,364,TOTAL,no,MW,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,8,E_TOTAL,yes,MW,RESCONST,yes,619,Jul2001,2001-07
APERMITS,258,SINGLE,no,MW,RESCONST,yes,619,Jul2001,2001-07
APERMITS,338,TOTAL,no,MW,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,246,SINGLE,no,MW,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,319,TOTAL,no,MW,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,7,E_SINGLE,yes,MW,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,8,E_TOTAL,yes,MW,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,21.5,TOTAL,no,MW,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,17.3,SINGLE,no,MW,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,9,E_SINGLE,yes,MW,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,8,E_TOTAL,yes,MW,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,17,SINGLE,no,MW,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,21,TOTAL,no,MW,RESCONST,yes,619,Jul2001,2001-07
COMPLETIONS,31.5,TOTAL,no,MW,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,25.2,SINGLE,no,MW,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,8,E_TOTAL,yes,MW,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,no,619,Jul2001,2001-07
PERMITS,24.2,SINGLE,no,MW,RESCONST,no,619,Jul2001,2001-07
PERMITS,31.1,TOTAL,no,MW,RESCONST,no,619,Jul2001,2001-07
STARTS,23.4,SINGLE,no,MW,RESCONST,no,619,Jul2001,2001-07
STARTS,30.1,TOTAL,no,MW,RESCONST,no,619,Jul2001,2001-07
STARTS,7,E_SINGLE,yes,MW,RESCONST,no,619,Jul2001,2001-07
STARTS,8,E_TOTAL,yes,MW,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,153.7,SINGLE,no,MW,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,209.7,TOTAL,no,MW,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,6,E_SINGLE,yes,MW,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,5,E_TOTAL,yes,MW,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,143,SINGLE,no,MW,RESCONST,yes,619,Jul2001,2001-07
UNDERCONST,199,TOTAL,no,MW,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,113,SINGLE,no,NE,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,126,TOTAL,no,NE,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,9,E_SINGLE,yes,NE,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,yes,619,Jul2001,2001-07
APERMITS,117,SINGLE,no,NE,RESCONST,yes,619,Jul2001,2001-07
APERMITS,160,TOTAL,no,NE,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,116,SINGLE,no,NE,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,167,TOTAL,no,NE,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,7,E_SINGLE,yes,NE,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,10,E_TOTAL,yes,NE,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,16.7,TOTAL,no,NE,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,9.9,SINGLE,no,NE,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,7,E_TOTAL,yes,NE,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,7,E_SINGLE,yes,NE,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,9,SINGLE,no,NE,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,16,TOTAL,no,NE,RESCONST,yes,619,Jul2001,2001-07
COMPLETIONS,10.7,TOTAL,no,NE,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,9.5,SINGLE,no,NE,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,9,E_SINGLE,yes,NE,RESCONST,no,619,Jul2001,2001-07
PERMITS,11.1,SINGLE,no,NE,RESCONST,no,619,Jul2001,2001-07
PERMITS,15.0,TOTAL,no,NE,RESCONST,no,619,Jul2001,2001-07
STARTS,11.2,SINGLE,no,NE,RESCONST,no,619,Jul2001,2001-07
STARTS,15.9,TOTAL,no,NE,RESCONST,no,619,Jul2001,2001-07
STARTS,7,E_SINGLE,yes,NE,RESCONST,no,619,Jul2001,2001-07
STARTS,10,E_TOTAL,yes,NE,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,75.6,SINGLE,no,NE,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,118.3,TOTAL,no,NE,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,5,E_SINGLE,yes,NE,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,3,E_TOTAL,yes,NE,RESCONST,no,619,Jul2001,2001-07
UNDERCONST,116,TOTAL,no,NE,RESCONST,yes,619,Jul2001,2001-07
UNDERCONST,74,SINGLE,no,NE,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,582,SINGLE,no,SO,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,732,TOTAL,no,SO,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,5,E_SINGLE,yes,SO,RESCONST,yes,619,Jul2001,2001-07
ACOMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,yes,619,Jul2001,2001-07
APERMITS,554,SINGLE,no,SO,RESCONST,yes,619,Jul2001,2001-07
APERMITS,709,TOTAL,no,SO,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,628,SINGLE,no,SO,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,790,TOTAL,no,SO,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,4,E_SINGLE,yes,SO,RESCONST,yes,619,Jul2001,2001-07
ASTARTS,4,E_TOTAL,yes,SO,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,65.8,TOTAL,no,SO,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,40.3,SINGLE,no,SO,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,5,E_TOTAL,yes,SO,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,6,E_SINGLE,yes,SO,RESCONST,no,619,Jul2001,2001-07
AUTHNOTSTD,41,SINGLE,no,SO,RESCONST,yes,619,Jul2001,2001-07
AUTHNOTSTD,67,TOTAL,no,SO,RESCONST,yes,619,Jul2001,2001-07
COMPLETIONS,62.6,TOTAL,no,SO,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,48.6,SINGLE,no,SO,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,no,619,Jul2001,2001-07
COMPLETIONS,5,E_SINGLE,yes,SO,RESCONST,no,619,Jul2001,2001-07
