category_code,cell_value,data_type_code,error_data,geo_level_code,program_code,seasonally_adj,time_slot_id,time_slot_name,time
ACOMPLETIONS,263,SINGLE,no,MW,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,319,TOTAL,no,MW,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,7,E_SINGLE,yes,MW,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,7,E_TOTAL,yes,MW,RESCONST,yes,613,Jan2001,2001-01
APERMITS,249,SINGLE,no,MW,RESCONST,yes,613,Jan2001,2001-01
APERMITS,330,TOTAL,no,MW,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,276,SINGLE,no,MW,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,318,TOTAL,no,MW,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,6,E_SINGLE,yes,MW,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,7,E_TOTAL,yes,MW,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,18.3,TOTAL,no,MW,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,12.4,SINGLE,no,MW,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,11,E_SINGLE,yes,MW,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,10,E_TOTAL,yes,MW,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,15,SINGLE,no,MW,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,20,TOTAL,no,MW,RESCONST,yes,613,Jan2001,2001-01
COMPLETIONS,20.9,TOTAL,no,MW,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,17.1,SINGLE,no,MW,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,7,E_TOTAL,yes,MW,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,7,E_SINGLE,yes,MW,RESCONST,no,613,Jan2001,2001-01
PERMITS,13.0,SINGLE,no,MW,RESCONST,no,613,Jan2001,2001-01
PERMITS,17.8,TOTAL,no,MW,RESCONST,no,613,Jan2001,2001-01
STARTS,13.9,SINGLE,no,MW,RESCONST,no,613,Jan2001,2001-01
STARTS,16.8,TOTAL,no,MW,RESCONST,no,613,Jan2001,2001-01
STARTS,6,E_SINGLE,yes,MW,RESCONST,no,613,Jan2001,2001-01
STARTS,7,E_TOTAL,yes,MW,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,134.6,SINGLE,no,MW,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,182.4,TOTAL,no,MW,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,6,E_SINGLE,yes,MW,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,5,E_TOTAL,yes,MW,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,145,SINGLE,no,MW,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,193,TOTAL,no,MW,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,97,SINGLE,no,NE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,156,TOTAL,no,NE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,10,E_SINGLE,yes,NE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,yes,613,Jan2001,2001-01
APERMITS,117,SINGLE,no,NE,RESCONST,yes,613,Jan2001,2001-01
APERMITS,150,TOTAL,no,NE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,108,SINGLE,no,NE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,125,TOTAL,no,NE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,9,E_SINGLE,yes,NE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,10,E_TOTAL,yes,NE,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,16.6,TOTAL,no,NE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,8.4,SINGLE,no,NE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,12,E_TOTAL,yes,NE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,12,E_SINGLE,yes,NE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,9,SINGLE,no,NE,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,17,TOTAL,no,NE,RESCONST,yes,613,Jan2001,2001-01
COMPLETIONS,10.8,TOTAL,no,NE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,6.7,SINGLE,no,NE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,10,E_SINGLE,yes,NE,RESCONST,no,613,Jan2001,2001-01
PERMITS,6.9,SINGLE,no,NE,RESCONST,no,613,Jan2001,2001-01
PERMITS,9.0,TOTAL,no,NE,RESCONST,no,613,Jan2001,2001-01
STARTS,5.4,SINGLE,no,NE,RESCONST,no,613,Jan2001,2001-01
STARTS,6.6,TOTAL,no,NE,RESCONST,no,613,Jan2001,2001-01
STARTS,9,E_SINGLE,yes,NE,RESCONST,no,613,Jan2001,2001-01
STARTS,10,E_TOTAL,yes,NE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,73.7,SINGLE,no,NE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,107.4,TOTAL,no,NE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,4,E_SINGLE,yes,NE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,3,E_TOTAL,yes,NE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,111,TOTAL,no,NE,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,77,SINGLE,no,NE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,494,SINGLE,no,SO,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,623,TOTAL,no,SO,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,6,E_SINGLE,yes,SO,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,yes,613,Jan2001,2001-01
APERMITS,551,SINGLE,no,SO,RESCONST,yes,613,Jan2001,2001-01
APERMITS,740,TOTAL,no,SO,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,591,SINGLE,no,SO,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,740,TOTAL,no,SO,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,4,E_SINGLE,yes,SO,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,5,E_TOTAL,yes,SO,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,71.6,TOTAL,no,SO,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,41.5,SINGLE,no,SO,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,5,E_TOTAL,yes,SO,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,6,E_SINGLE,yes,SO,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,43,SINGLE,no,SO,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,73,TOTAL,no,SO,RESCONST,yes,613,Jan2001,2001-01
COMPLETIONS,44.1,TOTAL,no,SO,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,35.2,SINGLE,no,SO,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,6,E_SINGLE,yes,SO,RESCONST,no,613,Jan2001,2001-01
PERMITS,42.0,SINGLE,no,SO,RESCONST,no,613,Jan2001,2001-01
PERMITS,56.1,TOTAL,no,SO,RESCONST,no,613,Jan2001,2001-01
STARTS,43.8,SINGLE,no,SO,RESCONST,no,613,Jan2001,2001-01
STARTS,54.1,TOTAL,no,SO,RESCONST,no,613,Jan2001,2001-01
STARTS,4,E_SINGLE,yes,SO,RESCONST,no,613,Jan2001,2001-01
STARTS,5,E_TOTAL,yes,SO,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,406.4,TOTAL,no,SO,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,265.8,SINGLE,no,SO,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,2,E_TOTAL,yes,SO,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,3,E_SINGLE,yes,SO,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,426,TOTAL,no,SO,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,284,SINGLE,no,SO,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,1122,SINGLE,no,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,313,MULTI,no,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,1456,TOTAL,no,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,4,E_SINGLE,yes,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,9,E_MULTI,yes,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,4,E_TOTAL,yes,US,RESCONST,yes,613,Jan2001,2001-01
APERMITS,1251,SINGLE,no,US,RESCONST,yes,613,Jan2001,2001-01
APERMITS,1699,TOTAL,no,US,RESCONST,yes,613,Jan2001,2001-01
APERMITS,387,MULTI,no,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,1275,SINGLE,no,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,1600,TOTAL,no,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,286,MULTI,no,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,3,E_SINGLE,yes,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,3,E_TOTAL,yes,US,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,10,E_MULTI,yes,US,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,140.7,TOTAL,no,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,53.6,MULTI,no,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,82.9,SINGLE,no,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,4,E_TOTAL,yes,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,7,E_MULTI,yes,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,5,E_SINGLE,yes,US,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,144,TOTAL,no,US,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,52,MULTI,no,US,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,88,SINGLE,no,US,RESCONST,yes,613,Jan2001,2001-01
COMPLETIONS,100.0,TOTAL,no,US,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,21.5,MULTI,no,US,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,77.1,SINGLE,no,US,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,4,E_TOTAL,yes,US,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,9,E_MULTI,yes,US,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,4,E_SINGLE,yes,US,RESCONST,no,613,Jan2001,2001-01
PERMITS,85.6,SINGLE,no,US,RESCONST,no,613,Jan2001,2001-01
PERMITS,117.0,TOTAL,no,US,RESCONST,no,613,Jan2001,2001-01
PERMITS,27.6,MULTI,no,US,RESCONST,no,613,Jan2001,2001-01
STARTS,83.9,SINGLE,no,US,RESCONST,no,613,Jan2001,2001-01
STARTS,106.4,TOTAL,no,US,RESCONST,no,613,Jan2001,2001-01
STARTS,19.8,MULTI,no,US,RESCONST,no,613,Jan2001,2001-01
STARTS,3,E_SINGLE,yes,US,RESCONST,no,613,Jan2001,2001-01
STARTS,3,E_TOTAL,yes,US,RESCONST,no,613,Jan2001,2001-01
STARTS,10,E_MULTI,yes,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,281.6,MULTI,no,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,940.8,TOTAL,no,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,627.8,SINGLE,no,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,3,E_MULTI,yes,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,2,E_TOTAL,yes,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,2,E_SINGLE,yes,US,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,284,MULTI,no,US,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,986,TOTAL,no,US,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,670,SINGLE,no,US,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,268,SINGLE,no,WE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,358,TOTAL,no,WE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,8,E_SINGLE,yes,WE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,yes,613,Jan2001,2001-01
APERMITS,334,SINGLE,no,WE,RESCONST,yes,613,Jan2001,2001-01
APERMITS,479,TOTAL,no,WE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,300,SINGLE,no,WE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,417,TOTAL,no,WE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,7,E_SINGLE,yes,WE,RESCONST,yes,613,Jan2001,2001-01
ASTARTS,6,E_TOTAL,yes,WE,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,34.2,TOTAL,no,WE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,20.6,SINGLE,no,WE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,11,E_TOTAL,yes,WE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,15,E_SINGLE,yes,WE,RESCONST,no,613,Jan2001,2001-01
AUTHNOTSTD,21,SINGLE,no,WE,RESCONST,yes,613,Jan2001,2001-01
AUTHNOTSTD,34,TOTAL,no,WE,RESCONST,yes,613,Jan2001,2001-01
COMPLETIONS,24.2,TOTAL,no,WE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,18.0,SINGLE,no,WE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,8,E_TOTAL,yes,WE,RESCONST,no,613,Jan2001,2001-01
COMPLETIONS,8,E_SINGLE,yes,WE,RESCONST,no,613,Jan2001,2001-01
PERMITS,23.7,SINGLE,no,WE,RESCONST,no,613,Jan2001,2001-01
PERMITS,34.1,TOTAL,no,WE,RESCONST,no,613,Jan2001,2001-01
STARTS,20.8,SINGLE,no,WE,RESCONST,no,613,Jan2001,2001-01
STARTS,28.9,TOTAL,no,WE,RESCONST,no,613,Jan2001,2001-01
STARTS,7,E_SINGLE,yes,WE,RESCONST,no,613,Jan2001,2001-01
STARTS,6,E_TOTAL,yes,WE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,244.6,TOTAL,no,WE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,153.7,SINGLE,no,WE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,3,E_TOTAL,yes,WE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,4,E_SINGLE,yes,WE,RESCONST,no,613,Jan2001,2001-01
UNDERCONST,256,TOTAL,no,WE,RESCONST,yes,613,Jan2001,2001-01
UNDERCONST,164,SINGLE,no,WE,RESCONST,yes,613,Jan2001,2001-01
ACOMPLETIONS,250,SINGLE,no,MW,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,306,TOTAL,no,MW,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,7,E_TOTAL,yes,MW,RESCONST,yes,614,Feb2001,2001-02
APERMITS,253,SINGLE,no,MW,RESCONST,yes,614,Feb2001,2001-02
APERMITS,330,TOTAL,no,MW,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,252,SINGLE,no,MW,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,326,TOTAL,no,MW,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,7,E_SINGLE,yes,MW,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,8,E_TOTAL,yes,MW,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,18.9,TOTAL,no,MW,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,14.1,SINGLE,no,MW,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,11,E_SINGLE,yes,MW,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,10,E_TOTAL,yes,MW,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,16,SINGLE,no,MW,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,20,TOTAL,no,MW,RESCONST,yes,614,Feb2001,2001-02
COMPLETIONS,19.2,TOTAL,no,MW,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,15.4,SINGLE,no,MW,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,7,E_TOTAL,yes,MW,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,8,E_SINGLE,yes,MW,RESCONST,no,614,Feb2001,2001-02
PERMITS,19.1,TOTAL,no,MW,RESCONST,no,614,Feb2001,2001-02
PERMITS,14.0,SINGLE,no,MW,RESCONST,no,614,Feb2001,2001-02
STARTS,18.1,TOTAL,no,MW,RESCONST,no,614,Feb2001,2001-02
STARTS,13.3,SINGLE,no,MW,RESCONST,no,614,Feb2001,2001-02
STARTS,8,E_TOTAL,yes,MW,RESCONST,no,614,Feb2001,2001-02
STARTS,7,E_SINGLE,yes,MW,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,180.0,TOTAL,no,MW,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,131.8,SINGLE,no,MW,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,5,E_TOTAL,yes,MW,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,6,E_SINGLE,yes,MW,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,193,TOTAL,no,MW,RESCONST,yes,614,Feb2001,2001-02
UNDERCONST,144,SINGLE,no,MW,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,108,SINGLE,no,NE,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,135,TOTAL,no,NE,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,11,E_SINGLE,yes,NE,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,yes,614,Feb2001,2001-02
APERMITS,118,SINGLE,no,NE,RESCONST,yes,614,Feb2001,2001-02
APERMITS,189,TOTAL,no,NE,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,111,SINGLE,no,NE,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,145,TOTAL,no,NE,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,9,E_SINGLE,yes,NE,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,12,E_TOTAL,yes,NE,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,18.3,TOTAL,no,NE,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,8.9,SINGLE,no,NE,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,11,E_TOTAL,yes,NE,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,10,E_SINGLE,yes,NE,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,9,SINGLE,no,NE,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,18,TOTAL,no,NE,RESCONST,yes,614,Feb2001,2001-02
COMPLETIONS,9.2,TOTAL,no,NE,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,7.4,SINGLE,no,NE,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,10,E_TOTAL,yes,NE,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,11,E_SINGLE,yes,NE,RESCONST,no,614,Feb2001,2001-02
PERMITS,10.6,TOTAL,no,NE,RESCONST,no,614,Feb2001,2001-02
PERMITS,6.6,SINGLE,no,NE,RESCONST,no,614,Feb2001,2001-02
STARTS,8.0,TOTAL,no,NE,RESCONST,no,614,Feb2001,2001-02
STARTS,5.8,SINGLE,no,NE,RESCONST,no,614,Feb2001,2001-02
STARTS,12,E_TOTAL,yes,NE,RESCONST,no,614,Feb2001,2001-02
STARTS,9,E_SINGLE,yes,NE,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,106.0,TOTAL,no,NE,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,72.1,SINGLE,no,NE,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,3,E_TOTAL,yes,NE,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,5,E_SINGLE,yes,NE,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,111,TOTAL,no,NE,RESCONST,yes,614,Feb2001,2001-02
UNDERCONST,77,SINGLE,no,NE,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,556,SINGLE,no,SO,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,739,TOTAL,no,SO,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,6,E_SINGLE,yes,SO,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,yes,614,Feb2001,2001-02
APERMITS,545,SINGLE,no,SO,RESCONST,yes,614,Feb2001,2001-02
APERMITS,721,TOTAL,no,SO,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,601,SINGLE,no,SO,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,770,TOTAL,no,SO,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,5,E_SINGLE,yes,SO,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,5,E_TOTAL,yes,SO,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,69.8,TOTAL,no,SO,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,39.7,SINGLE,no,SO,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,5,E_TOTAL,yes,SO,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,6,E_SINGLE,yes,SO,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,41,SINGLE,no,SO,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,73,TOTAL,no,SO,RESCONST,yes,614,Feb2001,2001-02
COMPLETIONS,52.5,TOTAL,no,SO,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,40.1,SINGLE,no,SO,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,5,E_TOTAL,yes,SO,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,6,E_SINGLE,yes,SO,RESCONST,no,614,Feb2001,2001-02
PERMITS,55.1,TOTAL,no,SO,RESCONST,no,614,Feb2001,2001-02
PERMITS,42.1,SINGLE,no,SO,RESCONST,no,614,Feb2001,2001-02
STARTS,56.0,TOTAL,no,SO,RESCONST,no,614,Feb2001,2001-02
STARTS,45.0,SINGLE,no,SO,RESCONST,no,614,Feb2001,2001-02
STARTS,5,E_TOTAL,yes,SO,RESCONST,no,614,Feb2001,2001-02
STARTS,5,E_SINGLE,yes,SO,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,408.5,TOTAL,no,SO,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,270.0,SINGLE,no,SO,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,2,E_TOTAL,yes,SO,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,3,E_SINGLE,yes,SO,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,426,TOTAL,no,SO,RESCONST,yes,614,Feb2001,2001-02
UNDERCONST,285,SINGLE,no,SO,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,1198,SINGLE,no,US,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,312,MULTI,no,US,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,1536,TOTAL,no,US,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,4,E_SINGLE,yes,US,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,9,E_MULTI,yes,US,RESCONST,yes,614,Feb2001,2001-02
ACOMPLETIONS,4,E_TOTAL,yes,US,RESCONST,yes,614,Feb2001,2001-02
APERMITS,1242,SINGLE,no,US,RESCONST,yes,614,Feb2001,2001-02
APERMITS,345,MULTI,no,US,RESCONST,yes,614,Feb2001,2001-02
APERMITS,1656,TOTAL,no,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,1280,SINGLE,no,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,319,MULTI,no,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,1625,TOTAL,no,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,3,E_SINGLE,yes,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,10,E_MULTI,yes,US,RESCONST,yes,614,Feb2001,2001-02
ASTARTS,3,E_TOTAL,yes,US,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,142.7,TOTAL,no,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,53.2,MULTI,no,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,83.4,SINGLE,no,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,4,E_TOTAL,yes,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,7,E_MULTI,yes,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,5,E_SINGLE,yes,US,RESCONST,no,614,Feb2001,2001-02
AUTHNOTSTD,146,TOTAL,no,US,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,53,MULTI,no,US,RESCONST,yes,614,Feb2001,2001-02
AUTHNOTSTD,87,SINGLE,no,US,RESCONST,yes,614,Feb2001,2001-02
COMPLETIONS,106.1,TOTAL,no,US,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,21.0,MULTI,no,US,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,83.3,SINGLE,no,US,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,4,E_TOTAL,yes,US,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,9,E_MULTI,yes,US,RESCONST,no,614,Feb2001,2001-02
COMPLETIONS,4,E_SINGLE,yes,US,RESCONST,no,614,Feb2001,2001-02
PERMITS,114.3,TOTAL,no,US,RESCONST,no,614,Feb2001,2001-02
PERMITS,24.6,MULTI,no,US,RESCONST,no,614,Feb2001,2001-02
PERMITS,85.1,SINGLE,no,US,RESCONST,no,614,Feb2001,2001-02
STARTS,108.2,TOTAL,no,US,RESCONST,no,614,Feb2001,2001-02
STARTS,20.9,MULTI,no,US,RESCONST,no,614,Feb2001,2001-02
STARTS,85.6,SINGLE,no,US,RESCONST,no,614,Feb2001,2001-02
STARTS,3,E_TOTAL,yes,US,RESCONST,no,614,Feb2001,2001-02
STARTS,10,E_MULTI,yes,US,RESCONST,no,614,Feb2001,2001-02
STARTS,3,E_SINGLE,yes,US,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,279.6,MULTI,no,US,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,939.1,TOTAL,no,US,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,628.5,SINGLE,no,US,RESCONST,no,614,Feb2001,2001-02
UNDERCONST,3,E_MULTI,yes,US,RESCONST,no,614,Feb2001,2001-02
